ID,InDegree,OutDegree,TotalPosts,MeanWordCount,LikeRate,PercentQuestions,PercentURLs,MeanPostsPerThread,InitiationRatio,MeanPostsPerSubForum,PercBiNeighbours,AccountAge
1413,70,73,94,36.4894,0.319149,0.12766,0.010638,2.35,0.025,11.75,0.38835,103
1414,27,29,25,224.12,1.2,0.44,0,1.470588,0.058824,3.571429,0.166667,35
1415,3,2,3,40,0,0,0,1.5,0.5,1.5,0,95
1416,3,3,3,26,0,0,0,1,0,1.5,0,56
1417,72,116,130,89.0231,2.053846,0.246154,0.038462,2.708333,0.020833,130,0.27027,74
1418,251,296,610,117.7951,0.552459,0.319672,0.016393,2.09622,0.027491,23.461538,0.466488,107
1419,1,1,1,18,0,0,0,1,0,1,0,48
1420,1,1,1,423,3,0,0,1,0,1,0,95
1421,17,13,15,28.6,0.466667,0.066667,0,1.25,0.166667,1.363636,0.071429,87
1422,2,2,2,91.5,0,0,0,1,0,1,0,34
1423,8,5,4,122.25,0,0,0,4,0,4,0.444444,83
1424,6,8,9,94.4444,0.333333,0.333333,0,2.25,0,2.25,0.272727,74
1425,11,17,28,14.5714,0.035714,0,0.035714,1.555556,0,28,0.12,10
1426,21,12,19,177.1579,0.421053,0.473684,0.105263,1.583333,0.25,4.75,0.064516,88
1427,81,84,114,103.0614,0.842105,0.438596,0,2.425532,0.042553,10.363636,0.27907,19
1428,10,10,11,119.1818,0.090909,0.363636,0,1.1,0.1,2.2,0.052632,28
1429,238,306,776,220.1302,0.381443,0.306701,0.079897,3.344828,0.012931,43.111111,0.458445,89
1430,33,35,42,109.7619,0.880952,0.261905,0.047619,3,0.142857,6,0.416667,27
1431,4,1,2,28,0,1,0,2,1,2,0,33
1432,11,4,7,78.5714,0,1,0,1.75,1,3.5,0.153846,76
1433,18,12,36,1,0.888889,0,0,2.769231,0.615385,4.5,0.304348,95
1434,43,39,64,34.875,0.34375,0.234375,0.015625,1.828571,0.371429,4.266667,0.261538,82
1435,160,169,265,93.8038,0.811321,0.29434,0.022642,2.022901,0.061069,14.722222,0.342857,84
1436,1,1,1,15,0,0,0,1,0,1,0,1
1437,21,22,25,106.2,1.48,0.24,0.36,1.785714,0.142857,8.333333,0.264706,45
1438,6,3,4,58.5,0,0.5,0,2,0.5,4,0.285714,44
1439,7,5,7,23.7143,0.285714,0.142857,0,1.166667,0.166667,1.75,0.090909,48
1440,37,36,55,68.5636,0.2,0.636364,0,1.774194,0.451613,11,0.216667,29
1441,158,166,288,80.7153,2.46875,0.253472,0.097222,2.071942,0.079137,13.714286,0.402597,105
1442,1,1,1,14,1,0,0,1,0,1,0,18
1443,9,10,11,235.7273,0,0.454545,0,11,0,11,0.266667,90
1444,1,1,1,29,0,0,0,1,0,1,0,49
1445,8,9,7,118.1429,0.714286,0.571429,0,2.333333,0,2.333333,0.416667,4
1446,4,4,4,326.25,1.5,0.25,0,2,0.5,4,0.333333,24
1447,111,129,171,157.3977,1.064327,0.450292,0.111111,1.965517,0.011494,10.058824,0.371429,63
1448,95,109,125,57.968,1.384,0.312,0.096,1.470588,0.070588,6.578947,0.267081,95
1449,16,10,16,164.3125,0.3125,0.5625,0.125,2.666667,0.833333,5.333333,0.238095,69
1450,30,25,41,97.8293,0.195122,0.317073,0.04878,2.157895,0,5.125,0.309524,46
1451,6,6,7,107.4286,0.714286,0.285714,0.428571,1.4,0.2,3.5,0.333333,38
1452,1,3,2,76,0,0.5,1,2,0,2,0,106
1453,44,36,46,55.3478,0.478261,0.456522,0.021739,1.769231,0.307692,4.6,0.212121,36
1454,1,1,1,59,0,1,0,1,0,1,0,53
1455,24,26,29,341.7586,0.862069,0.37931,0,2.071429,0,4.833333,0.315789,79
1456,51,59,88,79.2045,0.636364,0.318182,0.215909,1.87234,0.148936,5.866667,0.294118,46
1457,2,2,2,33.5,0,1,0,2,0,2,0.333333,31
1458,109,102,298,341.3356,1.040268,0.221477,0.654362,2.893204,0.475728,24.833333,0.327044,25
1459,19,20,20,58.85,0.65,0.25,0.05,1.176471,0.058824,3.333333,0.114286,1
1460,2,3,2,114.5,0,0.5,0,1,0,1,0.25,16
1461,7,7,6,93,0.166667,0,0,1,0,1.5,0,84
1462,8,10,9,45.5556,0.777778,0.111111,0,1.5,0,1.8,0.384615,3
1463,18,19,19,125.1579,0.736842,0.368421,0.052632,1.461538,0.153846,2.111111,0.121212,62
1464,5,3,4,51.25,0,0,0,4,1,4,0.142857,108
1465,22,23,24,40.7917,0.541667,0.25,0.041667,2.666667,0.333333,6,0.216216,28
1466,1,1,1,8,0,0,0,1,0,1,0,106
1467,89,75,147,379.3129,0.673469,0.367347,0,3.0625,0.229167,21,0.426087,17
1468,2,3,2,3118,1,1,0.5,1,0,1,0,49
1469,2,1,2,66.5,0,1,0,2,1,2,0.5,101
1470,74,61,78,47.9103,0.358974,0.320513,0.051282,1.659574,0.191489,8.666667,0.285714,49
1471,7,3,5,22.8,1.6,0.6,0,2.5,1,5,0.25,93
1472,2,2,2,42,0,0,0,1,0,2,0,58
1473,12,13,11,45.1818,0.090909,0.363636,0,1.222222,0,3.666667,0.25,23
1474,10,8,12,43.25,0.416667,0.166667,0,1.090909,0.272727,2.4,0.125,51
1475,1,1,1,60,0,1,0,1,0,1,0,58
1476,9,6,7,118.1429,0.142857,0.714286,0,1.75,1,3.5,0.153846,86
1477,2,2,2,63,1,0,0,1,0,2,0,12
1478,18,25,18,63.4444,0.333333,0.277778,0,1.285714,0.071429,4.5,0.131579,58
1479,19,14,17,80.7059,0.235294,0.470588,0,1.214286,0.428571,5.666667,0.137931,62
1480,2,2,2,105,0,1,0,2,1,2,0,45
1481,41,60,53,140.3396,1.490566,0.207547,0,1.606061,0.030303,5.888889,0.202381,99
1482,9,8,11,590.6364,0,0.545455,0,1.571429,0.285714,1.571429,0.214286,44
1483,66,76,97,140.2784,0.556701,0.28866,0.14433,1.901961,0.137255,6.0625,0.267857,7
1484,27,18,24,91.7083,0.75,0.416667,0,1.5,0.1875,3.428571,0.153846,5
1485,16,32,42,115.7857,0.761905,0.047619,0,3.230769,0.076923,14,0.297297,15
1486,7,9,8,63.125,0.5,0.125,0.125,1.6,0,2,0.333333,64
1487,95,74,98,170.5714,1.326531,0.204082,0.071429,2.085106,0.06383,5.444444,0.290076,59
1488,205,264,477,150.9371,1.083857,0.283019,0.060797,1.747253,0,26.5,0.425532,8
1489,17,14,19,57,1.210526,0.052632,0.052632,2.375,0,3.166667,0.24,62
1490,5,5,5,61.8,0,0,0,1,0.2,1,0.111111,77
1491,1,2,1,92,0,0,0,1,0,1,0,16
1492,2,2,2,13.5,0.5,0,0,1,0,2,0.333333,62
1493,10,14,15,45.0667,0.266667,0.066667,0,7.5,0.5,15,0.411765,9
1494,2,2,2,284,0,1,0,2,0,2,0.333333,12
1495,13,9,13,139.1538,0.307692,0.307692,0,1.444444,0.555556,3.25,0.157895,101
1496,96,120,166,62.2349,1.072289,0.289157,0.222892,1.886364,0.227273,166,0.285714,107
1497,1,1,1,228,1,1,0,1,0,1,0,63
1498,2,1,2,51,0,0,0,2,1,2,0.5,72
1499,111,131,179,129.3911,0.407821,0.385475,0.022346,1.808081,0.020202,11.1875,0.32967,89
1500,4,4,4,126.75,0,0.25,0,1.333333,0.333333,1.333333,0,106
1501,130,126,174,87.1897,0.62069,0.431034,0.097701,1.567568,0.036036,9.666667,0.333333,77
1502,242,297,525,102.4362,0.521905,0.470476,0.024762,2.019231,0.019231,26.25,0.44504,19
1503,13,17,16,47.875,0.1875,0.125,0.1875,1.066667,0.066667,2,0.2,48
1504,60,85,101,139.7327,0.455446,0.108911,0.039604,1.530303,0.090909,6.3125,0.208333,81
1505,3,3,3,20.3333,0,0.333333,0.333333,1,0,1.5,0.2,79
1506,10,7,11,348,0.818182,0.272727,0.272727,1.375,0.5,1.833333,0.214286,103
1507,7,7,7,14.5714,0.571429,0.285714,0,1.4,0.2,1.4,0.272727,2
1508,19,15,28,23.9286,0.25,0.285714,0,1.217391,0.347826,5.6,0.030303,69
1509,67,64,75,239.56,0.466667,0.266667,0.08,1.744186,0,15,0.284314,38
1510,5,7,6,101.8333,0.166667,0.166667,0,2,0,3,0.333333,3
1511,11,15,15,170.3333,0.133333,0.333333,0,2.142857,0.285714,5,0.3,83
1512,3,5,3,15.3333,0,0.333333,0,1,0,3,0.333333,32
1513,120,129,165,67.8606,0.824242,0.345455,0.030303,1.447368,0.04386,12.692308,0.324468,60
1514,159,201,270,122.0593,0.655556,0.311111,0.125926,1.44385,0.090909,10.8,0.343284,21
1515,4,3,3,13,1,0.333333,0,1,0,1.5,0,70
1516,8,7,9,147.1111,0.888889,0.111111,0,1.285714,0.285714,3,0.153846,8
1517,15,24,21,34.6667,0.333333,0.380952,0,1.166667,0,2.333333,0.147059,1
1518,13,11,14,29.0714,0.142857,0.142857,0.071429,1.4,0.1,2.8,0.2,30
1519,46,44,62,47.129,0.790323,0.306452,0.080645,2.066667,0.166667,10.333333,0.25,91
1520,3,3,3,33,0.333333,0,0,1,0,1,0,58
1521,322,391,1687,90.668,0.50326,0.309425,0.05572,4.155172,0.140394,64.884615,0.510593,103
1522,42,37,49,70.9592,0.204082,0.265306,0,2.130435,0.086957,4.9,0.295082,54
1523,15,14,12,11.4167,0.666667,0.25,0,1.090909,0,3,0.074074,37
1524,2,2,2,13.5,0,0,0,1,0,1,0,52
1525,18,16,17,50.6471,1.058824,0.352941,0,1.545455,0.272727,2.428571,0.133333,61
1526,34,41,46,124.9783,0.630435,0.304348,0.021739,2.190476,0.333333,9.2,0.363636,70
1527,117,147,191,115.199,0.947644,0.39267,0.062827,2.146067,0.033708,13.642857,0.389474,58
1528,173,190,413,256.0145,0.932203,0.57385,0.106538,4.44086,0.021505,25.8125,0.412451,80
1529,26,8,41,905.4634,1.02439,0.780488,0.658537,1.205882,0.911765,41,0.133333,22
1530,1,2,1,369,2,1,0,1,0,1,0,88
1531,4,4,5,164,2.8,0.2,0.2,1.666667,0.333333,2.5,0,70
1532,254,300,809,167.4351,0.760198,0.414091,0.097651,2.899642,0.146953,42.578947,0.481283,89
1533,177,188,339,90.6549,0.896755,0.283186,0.041298,1.893855,0.106145,13.56,0.341912,91
1534,101,88,198,82.1869,0.080808,0.60101,0.015152,3.3,0.466667,24.75,0.369565,85
1535,9,8,16,493.1875,1.8125,0.1875,0,2.666667,0.5,4,0.214286,77
1536,25,35,32,51.4375,0.9375,0.375,0.0625,1.52381,0,4.571429,0.132075,75
1537,3,3,3,388,0,0.666667,0,1,0,1.5,0,69
1538,8,5,5,73.8,0.8,0.2,0.2,1,0.2,2.5,0.083333,59
1539,7,6,7,63.5714,0,0.142857,0,1,0.142857,1.4,0,82
1540,6,7,8,93.75,1.25,0.25,0.375,8,0,8,0.444444,43
1541,2,4,5,37.2,0.4,0.6,0,2.5,0.5,2.5,0.2,36
1542,139,163,183,130.4699,1.289617,0.251366,0.071038,1.564103,0.034188,7.956522,0.342222,100
1543,4,4,5,26,0,0.6,0,5,1,5,0.142857,72
1544,225,248,438,182.4132,0.792237,0.547945,0.054795,1.840336,0.163866,16.222222,0.407738,37
1545,17,23,30,217.5333,0.1,0.4,0.066667,3,0,30,0.290323,21
1546,18,24,20,84.4,1.45,0.45,0,1.666667,0,3.333333,0.2,57
1547,4,1,2,317,2,1,0,1,0.5,1,0.25,24
1548,22,24,18,150.7778,1.555556,0.666667,0,1.058824,0.058824,3,0.179487,106
1549,48,62,83,50.1687,0.253012,0.289157,0,2.243243,0.081081,7.545455,0.341463,27
1550,21,23,36,107.0278,0.277778,0.333333,0.083333,2.25,0.0625,5.142857,0.257143,70
1551,6,6,7,98.8571,0.142857,0.285714,0,1.4,0.4,1.75,0.090909,82
1552,88,84,91,149,0.67033,0.549451,0.010989,1.467742,0.064516,10.111111,0.30303,25
1553,9,8,17,45.4118,0.176471,0.235294,0,2.833333,0.166667,3.4,0.214286,51
1554,7,8,8,24.5,0.125,0.375,0,1.6,0.2,8,0.25,14
1555,84,92,332,45.6175,0.412651,0.259036,0.018072,4.955224,0.074627,47.428571,0.491525,28
1556,5,4,6,51.3333,0.166667,0.5,0.333333,1.2,0.4,1.5,0.285714,5
1557,1,1,1,326,0,1,0,1,0,1,0,5
1558,1,1,1,10,0,0,0,1,0,1,0,65
1559,9,7,7,41.4286,1.714286,0.428571,0,1,0.142857,1,0.066667,25
1560,9,7,7,95.7143,0.142857,0.142857,0,1.75,0.5,2.333333,0.142857,95
1561,5,5,6,64.8333,0.166667,0.333333,0,1.5,0.25,1.5,0,85
1562,33,38,49,45.4898,0.020408,0.183673,0.020408,2.45,0,4.083333,0.126984,30
1563,79,73,98,52.4388,0.897959,0.55102,0.081633,1.361111,0.041667,7.538462,0.245902,49
1564,11,10,15,271.2,0,0.733333,0,3,0.2,7.5,0.4,12
1565,13,15,16,144.8125,0.1875,0,0,1.454545,0,3.2,0.037037,42
1566,2,2,2,10,0,0,0,1,0,1,0,40
1567,16,15,23,63.5652,0.043478,0.043478,0,4.6,0,4.6,0.409091,35
1568,30,31,35,62.6,0.571429,0.228571,0.057143,1.521739,0.043478,3.181818,0.22,82
1569,35,37,46,55.4348,0.347826,0.326087,0,1.703704,0.037037,5.75,0.220339,25
1570,2,1,2,52,0,0,0.5,1,0.5,1,0,51
1571,2,1,2,75.5,0,0,0,2,1,2,0,2
1572,51,54,61,78.6885,0.622951,0.163934,0,1.90625,0.03125,7.625,0.235294,99
1573,3,3,3,70.6667,0,0.666667,0,1.5,0.5,1.5,0.5,63
1574,2,2,2,65.5,0,0.5,0,2,0,2,0.333333,38
1575,1,1,1,332,0,0,0,1,0,1,0,31
1576,4,3,3,11.3333,0,0,0,1,0,1.5,0,15
1577,126,151,283,75.0459,0.201413,0.212014,0.042403,4.564516,0.258065,94.333333,0.427835,51
1578,58,51,71,178.7042,2.478873,0.352113,0.183099,1.690476,0.02381,4.733333,0.238636,15
1579,56,55,80,53.3125,0.2,0.3625,0.1375,3.076923,0.346154,8.888889,0.3875,107
1580,44,52,41,43.5854,1.95122,0.243902,0,1.322581,0.032258,4.1,0.2,39
1581,232,235,458,153.5764,0.923581,0.355895,0.179039,1.948936,0.07234,18.32,0.44582,84
1582,35,30,41,234.6341,1.560976,0.268293,0.243902,2.5625,0.125,10.25,0.25,52
1583,7,7,7,219,0.571429,0.285714,0,1.4,0,1.75,0.076923,13
1584,29,27,30,67.4333,0.033333,0.366667,0,1.5,0.05,7.5,0.302326,57
1585,3,2,3,44,0,0,0,1,0.333333,1,0,21
1586,17,24,26,278.6923,0.230769,0.230769,0,2.6,0.3,8.666667,0.205882,32
1587,10,8,13,76.3846,0.076923,0.538462,0.153846,2.6,0.8,4.333333,0.285714,68
1588,217,235,418,61.7105,0.703349,0.260766,0.011962,1.583333,0.05303,18.173913,0.369697,11
1589,29,33,77,75.1429,0.181818,0.285714,0.064935,2.961538,0.076923,38.5,0.377778,82
1590,5,3,4,60,0.25,0.25,0,1.333333,0.333333,1.333333,0,49
1591,21,20,19,75.7895,0.631579,0.421053,0.052632,1.1875,0,3.166667,0.138889,38
1592,18,22,23,124.3478,1.478261,0.217391,0,1.352941,0.058824,2.875,0.176471,1
1593,81,76,112,55.4554,0.294643,0.321429,0.053571,1.806452,0.274194,7.466667,0.23622,26
1594,9,6,7,80.5714,0,0.571429,0,1.75,0.5,2.333333,0.153846,7
1595,40,46,68,29.2647,0.5,0.235294,0.058824,2.956522,0.434783,9.714286,0.283582,73
1596,9,6,9,108.8889,0.222222,0.222222,0.222222,1,0.222222,1.5,0.071429,5
1597,59,67,91,121.9341,0.505495,0.32967,0.010989,2.6,0.028571,8.272727,0.3125,96
1598,6,6,7,26.4286,0.142857,0,0,3.5,0,7,0.333333,88
1599,40,57,48,44.1458,0.166667,0.25,0.020833,1.411765,0.029412,6,0.24359,23
1600,4,4,5,58,1.2,0.4,0.2,1.25,0.25,2.5,0.142857,19
1601,30,26,29,147.3103,0.827586,0.310345,0,1.8125,0.125,4.833333,0.217391,68
1602,26,13,21,94.4286,0.714286,0.333333,0,2.333333,0.666667,7,0.258065,56
1603,13,8,12,82.1667,0.25,0.5,0,1.333333,0.555556,1.714286,0.235294,38
1604,4,2,3,163.3333,1.333333,0.333333,0,1,0.333333,1.5,0,57
1605,4,1,3,132.6667,0.333333,0.333333,0,1,0.333333,3,0,16
1606,92,108,210,182.6714,0.92381,0.480952,0.014286,3.088235,0.117647,11.666667,0.37931,3
1607,28,38,35,29.4286,1.114286,0.314286,0,1.25,0.107143,7,0.157895,17
1608,65,73,106,71.0189,0.613208,0.358491,0.075472,1.292683,0.097561,7.066667,0.254545,41
1609,28,46,34,71.3235,0.529412,0.352941,0,1.307692,0.038462,3.4,0.072464,102
1610,3,5,3,9,0,0.333333,0,1,0,3,0.142857,21
1611,23,30,25,26.72,0.52,0.44,0,1.785714,0,8.333333,0.232558,85
1612,140,148,237,63.3165,0.949367,0.219409,0.092827,1.880952,0.198413,23.7,0.358491,10
1613,59,65,81,36.9753,1.246914,0.419753,0.012346,1.372881,0.118644,5.785714,0.252525,64
1614,1,1,1,1,0,0,0,1,0,1,0,6
1615,3,5,4,28.25,0,0.25,0,1.333333,0.333333,1.333333,0.142857,78
1616,13,7,15,282.2,1.333333,0.6,0,1.5,0.2,1.875,0.111111,52
1617,110,135,149,201.5839,0.751678,0.47651,0.04698,1.619565,0.054348,10.642857,0.31016,78
1618,2,1,2,20,0,0,0,1,0.5,1,0,84
1619,35,32,43,88.2558,0.139535,0.302326,0,2.388889,0.277778,4.3,0.313725,98
1620,6,3,5,149.2,0,0.4,0,1,0.4,1,0,85
1621,8,5,6,105,0.333333,0.166667,0,1.2,0.2,1.5,0.181818,72
1622,22,17,21,140.9524,0.047619,0.47619,0.047619,2.625,0.625,10.5,0.344828,101
1623,11,16,14,15.3571,0.285714,0.214286,0,1.4,0,2.8,0.35,30
1624,6,6,7,58.1429,0,0,0,3.5,0.5,3.5,0.2,11
1625,59,80,195,106.0923,0.189744,0.517949,0.010256,5.131579,0.026316,24.375,0.39,64
1626,13,8,13,89.4615,0.230769,0.153846,0,1.3,0.2,2.6,0.105263,75
1627,151,174,285,269.0421,1.712281,0.392982,0.164912,2.244094,0.015748,16.764706,0.413043,38
1628,179,214,348,71.3764,0.454023,0.353448,0.135057,2.852459,0.196721,17.4,0.413669,93
1629,52,56,130,49.5308,1.423077,0.107692,0.015385,3.823529,0.029412,11.818182,0.333333,50
1630,5,10,8,72.25,0,0,0,1.333333,0.166667,2.666667,0.153846,103
1631,5,3,5,534.2,1.4,0.4,0,1,0.4,5,0,79
1632,16,8,11,67.9091,0.636364,0.727273,0,1.222222,0.444444,3.666667,0.142857,84
1633,5,2,4,134,1,0.25,0,1,0.5,1,0,55
1634,4,3,3,27.6667,0.333333,0.333333,0,1,0.333333,1,0,61
1635,23,4,4,136,2.5,0.25,0,1,0,1.333333,0,78
1636,157,194,344,180.0959,1.232558,0.156977,0.151163,1.859459,0.210811,19.111111,0.38189,96
1637,19,21,20,87.65,0.7,0.1,0,1.333333,0.066667,2.5,0.142857,108
1638,12,10,12,88.1667,1.083333,0.25,0,1.333333,0.111111,4,0.222222,28
1639,135,163,240,145.2458,2.195833,0.3625,0.216667,2.474227,0.061856,16,0.373272,60
1640,3,4,5,154.6,0,0.4,0,1.666667,0.333333,1.666667,0,76
1641,18,19,20,89.45,0.15,0.25,0.05,1.666667,0.083333,2.5,0.121212,102
1642,12,9,7,32,8.285714,0.142857,0.142857,1.166667,0,1.75,0.235294,13
1643,10,11,11,77.1818,0.636364,0.545455,0,1.375,0,2.2,0.105263,24
1644,20,22,23,119.4783,0.608696,0.173913,0,1.769231,0,7.666667,0.2,28
1645,157,179,337,94.1988,1.338279,0.27003,0.017804,2.292517,0.013605,17.736842,0.417722,87
1646,1,1,1,33,0,0,1,1,0,1,0,96
1647,156,203,381,181.084,1.12336,0.377953,0.010499,5.219178,0.013699,23.8125,0.453441,44
1648,10,1,2,200,0,0.5,0,2,1,2,0.1,107
1649,88,89,121,157.5537,2.561983,0.38843,0.082645,2.283019,0.056604,13.444444,0.372093,2
1650,9,6,9,488.4444,1.888889,0.333333,0,1.5,0,2.25,0.25,44
1651,20,27,26,120,0.192308,0.384615,0.153846,1.625,0.375,6.5,0.27027,48
1652,7,9,10,148.2,0.3,0.3,0,2.5,0,2.5,0.454545,102
1653,8,10,9,19.4444,0.444444,0.111111,0,1.8,0.2,9,0.058824,63
1654,28,29,41,253.5122,0.853659,0.585366,0.04878,2.733333,0,5.125,0.266667,71
1655,6,4,5,39.4,0.4,0,0,1,0.2,1,0,51
1656,2,4,5,60,0,0.2,0,2.5,0,2.5,0.5,25
1657,2,1,2,451,0,1,0,2,0,2,0.5,49
1658,14,6,12,153.3333,0.166667,0.416667,0.083333,2.4,0.4,6,0.176471,22
1659,50,61,104,95.9519,0.134615,0.528846,0.028846,6.5,0.4375,20.8,0.37037,2
1660,1,2,1,71,0,0,0,1,0,1,0,99
1661,2,1,2,34,0,0,0,1,0,2,0,1
1662,6,4,5,74.8,0,0.6,0,1.25,0,2.5,0.111111,103
1663,1,1,1,11,0,1,0,1,0,1,0,5
1664,5,1,3,38.6667,0,0.666667,0,1,0.666667,1,0,64
1665,13,10,11,144.1818,0,0.545455,0.090909,1.833333,0.166667,3.666667,0.095238,34
1666,18,25,29,66.3793,0.172414,0.206897,0,1.45,0,3.222222,0.162162,90
1667,1,2,1,113,0,1,0,1,0,1,0,25
1668,8,7,9,477.7778,0.333333,0.666667,0.333333,1.285714,0.428571,1.5,0.25,64
1669,4,3,4,31.75,0,0.5,0,1.333333,0.333333,2,0.166667,107
1670,146,168,297,279.0572,0.713805,0.262626,0.114478,2.675676,0.081081,24.75,0.414414,47
1671,12,13,15,74.7333,0.266667,0.333333,0,2.142857,0.142857,7.5,0.315789,7
1672,5,1,4,49.5,0.5,0.5,0,4,1,4,0.2,20
1673,1,1,1,4,0,0,0,1,0,1,0,101
1674,51,48,67,41.1642,0.313433,0.298507,0.044776,1.595238,0.452381,5.153846,0.207317,76
1675,13,6,9,57.3333,0,0.777778,0,3,0.666667,9,0.266667,107
1676,27,27,33,62.1515,0.575758,0.212121,0.030303,1.571429,0.095238,4.125,0.227273,72
1677,3,3,3,53.3333,0,0.333333,0.333333,1,0,1,0.2,58
1678,14,15,16,126.75,0.0625,0.3125,0.0625,1.333333,0.166667,4,0.115385,65
1679,15,8,12,54.75,0.416667,0.416667,0,2.4,0.6,12,0.095238,28
1680,3,2,3,5.3333,0.333333,0,0,1,0,1.5,0,18
1681,3,3,3,257.3333,0.333333,0,0,3,0,3,0.2,15
1682,13,14,17,53,0.235294,0.176471,0,1.545455,0.090909,1.888889,0.125,82
1683,8,4,37,126.8649,0.081081,0.405405,0.459459,1.681818,0.954545,37,0.333333,102
1684,300,383,759,258.1963,1.370224,0.400527,0.048748,2.144068,0.033898,30.36,0.45629,69
1685,4,8,5,52.6,0.4,0.2,0,1.25,0,2.5,0,83
1686,14,12,11,79.7273,0.454545,0.181818,0,1.222222,0,2.2,0.083333,104
1687,2,1,2,70.5,5,0,0.5,1,0.5,2,0,94
1688,1,1,1,42,0,0,0,1,0,1,0,87
1689,4,2,4,50.75,0,0.5,0,1.333333,0.666667,2,0.2,104
1690,10,9,8,22.625,0.25,0.375,0,2,0,2.666667,0.266667,58
1691,2,1,2,75.5,0.5,0,0,1,0.5,1,0,50
1692,5,3,5,119.4,0,0.4,0,1.25,0.5,2.5,0.142857,2
1693,8,7,15,637.8,0.133333,0.4,0.4,7.5,0.5,7.5,0.5,48
1694,6,9,9,77.2222,0.111111,0.222222,0,2.25,0.25,3,0.153846,65
1695,77,85,185,169.9892,0.621622,0.437838,0.064865,2.761194,0.044776,14.230769,0.372881,46
1696,164,188,347,79.5533,1.449568,0.25072,0.008646,2.57037,0.014815,18.263158,0.40239,31
1697,194,257,348,66.7845,0.568966,0.301724,0.066092,1.553571,0.022321,13.384615,0.342262,12
1698,39,38,44,153.8864,0.386364,0.318182,0,1.76,0.04,7.333333,0.327586,53
1699,15,7,9,89,0.333333,0.444444,0,1.285714,0.285714,1.8,0.157895,37
1700,5,3,5,194.6,0,0.2,0,1.25,0.25,1.25,0.142857,37
1701,7,6,7,134.1429,1.857143,0.571429,0.142857,1.4,0,7,0.181818,31
1702,8,9,8,57.5,0.25,0.25,0,1.142857,0,1.6,0.133333,3
1703,88,115,126,221.3095,1.039683,0.206349,0.007937,1.75,0.013889,7.875,0.27673,79
1704,21,18,17,31.6471,1,0.294118,0,1.307692,0,5.666667,0.181818,2
1705,8,5,6,65.5,0,0.5,0,1,0.166667,2,0.083333,3
1706,61,71,67,76.9403,0.328358,0.268657,0.089552,1.34,0.04,7.444444,0.222222,30
1707,3,2,3,24,1,0,0,1,0,1,0,36
1708,39,33,37,67.7027,0.783784,0.162162,0.027027,1.761905,0.095238,4.625,0.309091,17
1709,2,1,2,54,0,0.5,0,1,0.5,1,0,21
1710,25,22,25,65.16,0.32,0.12,0,1.190476,0.047619,2.5,0.093023,76
1711,5,1,8,95.375,0,0.75,0.125,2.666667,1,4,0.2,14
1712,16,16,22,68.7273,0.227273,0.363636,0,2,0.090909,3.142857,0.333333,35
1713,3,2,3,64.3333,0,0,0,1,0.333333,1.5,0,33
1714,65,88,93,97.8387,1.397849,0.204301,0.064516,1.722222,0.037037,7.75,0.264463,100
1715,120,139,265,330.3887,0.871698,0.335849,0.218868,5.096154,0.096154,33.125,0.438889,29
1716,31,37,63,89.2222,0.222222,0.31746,0.015873,4.5,0,6.3,0.387755,45
1717,32,30,39,171.1026,1.384615,0.128205,0.076923,1.444444,0.037037,7.8,0.265306,78
1718,28,22,26,75.1538,0.153846,0.346154,0.038462,1.368421,0.052632,4.333333,0.111111,82
1719,4,3,4,40.75,0,0.25,0,1,0,2,0,81
1720,13,8,14,125.2143,2.071429,0.142857,0.357143,1.75,0.25,7,0.235294,99
1721,15,12,15,198.4,0.466667,0.466667,0,3,0.2,5,0.5,34
1722,12,14,15,91.8,0.733333,0.2,0,1.153846,0.076923,2.5,0.130435,26
1723,307,384,720,82.4403,0.888889,0.408333,0.044444,1.8509,0.061697,32.727273,0.460888,105
1724,62,95,93,178.2473,0.827957,0.376344,0.021505,2.162791,0,9.3,0.226563,17
1725,29,29,24,80.9167,1.166667,0.333333,0.083333,1.142857,0,4,0.137255,67
1726,8,9,9,28,0.333333,0.222222,0,1.125,0,1.5,0.133333,61
1727,25,26,29,44.2069,0.275862,0.206897,0,1.933333,0,3.625,0.243902,27
1728,7,6,8,40.375,0.5,0.375,0,2,0.25,4,0.3,34
1729,2,4,6,64,0.333333,0.333333,0,6,0,6,0.5,33
1730,58,66,77,56.5455,0.688312,0.350649,0.051948,3.5,0.090909,25.666667,0.291667,22
1731,2,2,2,70.5,0.5,0.5,0,1,0,1,0,85
1732,112,134,176,39.517,0.375,0.238636,0.051136,1.614679,0.045872,8,0.255102,89
1733,49,55,57,83.4912,0.403509,0.403509,0.052632,1.676471,0.176471,6.333333,0.253012,87
1734,10,13,14,71.0714,0.071429,0.142857,0,1.272727,0.090909,2.333333,0.15,36
1735,13,12,11,68.6364,0.727273,0.272727,0.090909,2.2,0,3.666667,0.136364,46
1736,164,186,279,29.3728,1.304659,0.240143,0.064516,1.309859,0.117371,12.130435,0.310861,88
1737,16,4,9,53.7778,0,0.888889,0.222222,4.5,1.5,3,0.111111,103
1738,7,5,7,117.5714,0.285714,0.285714,0.142857,1.4,0.4,1.4,0.2,98
1739,137,156,231,57.974,0.666667,0.281385,0.021645,2.026316,0.070175,16.5,0.356481,107
1740,14,18,20,31,0.1,0.25,0,1.333333,0,2.857143,0.103448,37
1741,3,1,3,205.6667,0.666667,0.333333,0,1.5,1,1.5,0.333333,88
